label,date,qbin,mu0,mu0_se_hac,n,r2,mu1,mu2,mu1_se,mu2_se,success,cost,M,q_outlier
EX:GATE_IO,2025-05-22,Q0.8000_0.9000,5.189959802960088e-05,2.70786528452032e-06,5515,0.09833780728019581,0.00012641132525546684,0.0003601034289360913,3.601470966623343e-05,0.16413890224152816,True,0.0003898402869255491,10,0.999
EX:GATE_IO,2025-05-22,Q0.9000_0.9500,2.6376289508095604e-05,2.7112231090415667e-06,2086,0.061076109454687555,9.222104314642511e-05,0.0013793217787143478,0.00012022320279974837,0.5257035753000312,True,0.00013398488237495194,10,0.999
EX:GATE_IO,2025-05-23,Q0.8000_0.9000,4.7574891328929395e-05,2.659358580145422e-06,8937,0.04469903455360569,0.00011641628349581744,1.0000986300041181e-06,3.895083870539564e-05,0.19282948675729136,True,0.0012393701690986629,10,0.999
EX:GATE_IO,2025-05-23,Q0.9000_0.9500,2.4650678721359574e-05,2.732325479331399e-06,3505,0.02884416984182603,8.695687940195302e-05,0.0013269048020512686,0.000133612609700021,0.6188417946039816,True,0.0004319069910805535,10,0.999
EX:GATE_IO,2025-05-23,Q0.9500_0.9700,2.463807669042897e-05,4.2276327917941756e-06,1187,0.04043430783016677,0.00010765181313098937,0.0007622600821592577,0.0003681553123094254,1.1674283215791883,True,0.00016065796398869868,10,0.999
EX:GATE_IO,2025-05-23,Q0.9700_0.9900,1.8382205508025346e-05,3.1803328421133315e-06,1274,0.04300096728382452,0.00010839711417083335,0.0034813172666376875,0.0002193921515217671,0.5775959009951876,True,0.00016177186321485274,10,0.999
EX:GATE_IO,2025-05-24,Q0.8000_0.9000,4.8352905124956445e-05,3.9455213626803e-06,3452,0.055309051097848116,0.00011651225044231016,1.0000215517543475e-06,5.678887437922518e-05,0.2839537259906879,True,0.00038783226590554786,10,0.999
EX:GATE_IO,2025-05-24,Q0.9000_0.9500,2.751839978517243e-05,4.165501554021271e-06,1336,0.047229661486112295,1.2527156891609966e-05,0.81645291104252,2.5567150914482514e-05,0.8150616740193298,True,0.0001210137441393924,10,0.999
EX:GATE_IO,2025-05-25,Q0.8000_0.9000,5.296769221056134e-05,3.0288419934951465e-06,4651,0.0742047468458763,7.396724267404371e-05,0.31062092707133176,2.6270351666875624e-05,0.20132543488810253,True,0.000462440883865954,10,0.999
EX:GATE_IO,2025-05-25,Q0.9000_0.9500,3.134483187001438e-05,3.3145418180455814e-06,1765,0.06892051520240683,0.00010952803029422061,1.0000000003973342e-06,0.00014120228917156673,0.5221267242709036,True,0.00013922259779403838,10,0.999
EX:GATE_IO,2025-05-26,Q0.8000_0.9000,4.1840591226870324e-05,2.900374095617552e-06,3787,0.077832041385136,0.00010097082783960598,0.00031181161116767566,3.674134224038623e-05,0.21035705555055423,True,0.00022438218362874287,10,0.999
EX:GATE_IO,2025-05-26,Q0.9000_0.9500,2.0485194723464354e-05,2.6401925175213213e-06,1823,0.04453597791521813,7.123773865144762e-05,0.001664335537288775,0.00011749554494449746,0.6691709766384496,True,9.710509784020973e-05,10,0.999
EX:GATE_IO,2025-05-27,Q0.8000_0.9000,4.781983683478049e-05,3.0559791229988927e-06,4610,0.07514451575622605,5.378012790319833e-05,0.4340649158904219,1.8745494396328653e-05,0.1942652044571711,True,0.00037259785567160964,10,0.999
EX:GATE_IO,2025-05-27,Q0.9000_0.9500,4.3811857215668245e-05,2.5347585587714485e-06,3089,0.11770029497385204,0.0001547327610954288,1.0000000626748207e-06,0.00011805568648189982,0.3043527444358454,True,0.00027430017517638934,10,0.999
EX:GATE_IO,2025-05-28,Q0.8000_0.9000,3.820411741500818e-05,2.6548860375764367e-06,5242,0.055084284641598424,2.8164984421428224e-05,0.676593302233326,9.819791713877255e-06,0.19658645145051545,True,0.00035116689539413197,10,0.999
EX:GATE_IO,2025-05-28,Q0.9000_0.9500,3.3439795839048e-05,1.9086140030643024e-06,3863,0.11463966967228878,8.191079174466762e-05,0.14803640117938813,5.940518922933123e-05,0.2857970105351257,True,0.0002109210760920613,10,0.999
EX:GATE_IO,2025-05-29,Q0.8000_0.9000,4.7963211159411884e-05,3.425867770304558e-06,3812,0.0650308141975714,0.00010388233466119068,0.0652372221572792,4.487396020744031e-05,0.2458527481965286,True,0.00036688852354325725,10,0.999
EX:GATE_IO,2025-05-29,Q0.9000_0.9500,2.9421461480857585e-05,3.143317693511053e-06,1911,0.0560995394574374,0.00010278047028009152,0.0021239939119611405,0.00014266914800059997,0.5607005825248824,True,0.00016648791497936955,10,0.999
EX:GATE_IO,2025-05-30,Q0.8000_0.9000,4.517519799917919e-05,3.361915032373769e-06,6133,0.03970513129940334,6.563518626966669e-05,0.29056191034574924,2.8862123400969045e-05,0.24680733163315427,True,0.0008779744083183123,10,0.999
EX:GATE_IO,2025-05-30,Q0.9000_0.9500,3.6988212579730605e-05,3.2778039402662975e-06,2652,0.05294040186780691,7.81708990203204e-05,0.19621312767054142,9.731694985611236e-05,0.5067561289222774,True,0.00037760275089265366,10,0.999
EX:GATE_IO,2025-05-31,Q0.8000_0.9000,5.553120890999004e-05,3.710485837958543e-06,4997,0.057203921777215117,0.000133863147362259,1.0000005090529576e-06,4.858148928940294e-05,0.21105323755686417,True,0.0007185694396622314,10,0.999
EX:GATE_IO,2025-05-31,Q0.9000_0.9500,4.061358716854922e-05,3.7273555662743913e-06,2180,0.06315829805990147,0.0001398928381742411,0.0017389899890246812,0.00017806818217930138,0.5193346742111584,True,0.00031112822965547875,10,0.999
EX:OKX,2025-05-01,Q0.8000_0.9000,1.3040617536583217e-05,9.727263436068288e-07,10589,0.02401299158338077,1.5289803472625088e-05,0.4313307799854655,8.034535059192875e-06,0.22597275553682342,True,0.000358357272269591,10,0.999
EX:OKX,2025-05-01,Q0.9000_0.9500,1.1256918910559124e-05,8.456893381073866e-07,4978,0.04057159965006807,4.430540016051709e-06,0.7978815406299428,4.964723055733499e-06,0.355442505470998,True,0.00016629359685733323,10,0.999
